1680
torch.Size([1, 500, 512]) torch.Size([1, 6, 2])
         450092 function calls (437207 primitive calls) in 4.099 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tarfile.py:275(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:278(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:281(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:284(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:287(TruncatedHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:29(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:290(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:293(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:296(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:303(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:327(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:567(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:597(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:701(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:712(TarInfo)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:689(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.008    0.008 tensor.py:1(<module>)
        9    0.000    0.000    0.001    0.000 tensor.py:16(_wrap_type_error_to_not_implemented)
        1    0.000    0.000    0.001    0.001 tensor.py:40(Tensor)
        1    0.000    0.000    0.011    0.011 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.001    0.000    0.001    0.001 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.002    0.001 textwrap.py:342(wrap)
        2    0.000    0.000    0.002    0.001 textwrap.py:356(fill)
        2    0.000    0.000    0.002    0.001 textwrap.py:381(fill)
      393    0.045    0.000    0.125    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:2(<module>)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:26(ExecutionStats)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:61(ThroughputBenchmark)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.003    0.001 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:28(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:54(_field_accessor)
        1    0.000    0.000    0.001    0.001 timedeltas.py:70(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.001    0.001 token.py:1(<module>)
        1    0.000    0.000    0.001    0.001 token.py:74(<dictcomp>)
        1    0.001    0.001    0.011    0.011 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:164(__init__)
       19    0.000    0.000    0.000    0.000 tokenize.py:170(add_whitespace)
        1    0.000    0.000    0.001    0.001 tokenize.py:183(untokenize)
        1    0.000    0.000    0.001    0.001 tokenize.py:257(untokenize)
        6    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        9    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        9    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        6    0.000    0.000    0.001    0.000 tokenize.py:388(open)
       21    0.001    0.000    0.112    0.005 tokenize.py:429(_tokenize)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        3    0.001    0.000    0.001    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
       19    0.000    0.000    0.111    0.006 tokenize.py:98(_compile)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        2    0.000    0.000    0.007    0.004 traceback.py:193(format_stack)
        2    0.000    0.000    0.005    0.003 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       42    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        2    0.000    0.000    0.002    0.001 traceback.py:27(format_list)
      106    0.000    0.000    0.003    0.000 traceback.py:285(line)
       44    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.001    0.001    0.001    0.001 traceback.py:318(StackSummary)
        2    0.001    0.000    0.005    0.003 traceback.py:321(extract)
        2    0.000    0.000    0.000    0.000 traceback.py:369(from_list)
        2    0.001    0.000    0.002    0.001 traceback.py:388(format)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transform.py:58(GeneralizedRCNNTransform)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:8(TransformedDistribution)
        1    0.000    0.000    0.001    0.001 transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:145(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 transformer.py:16(Transformer)
        1    0.000    0.000    0.000    0.000 transformer.py:189(TransformerDecoder)
        1    0.000    0.000    0.000    0.000 transformer.py:241(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 transformer.py:303(TransformerDecoderLayer)
        3    0.000    0.000    0.021    0.007 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1007(ColorJitter)
        1    0.000    0.000    0.000    0.000 transforms.py:110(PILToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:1128(RandomRotation)
        1    0.000    0.000    0.001    0.001 transforms.py:1202(RandomAffine)
        1    0.000    0.000    0.000    0.000 transforms.py:130(ConvertImageDtype)
        1    0.000    0.000    0.000    0.000 transforms.py:1329(Grayscale)
        1    0.000    0.000    0.000    0.000 transforms.py:1363(RandomGrayscale)
        1    0.000    0.000    0.001    0.001 transforms.py:1401(RandomErasing)
        1    0.000    0.000    0.000    0.000 transforms.py:1522(GaussianBlur)
        1    0.000    0.000    0.000    0.000 transforms.py:156(ToPILImage)
        1    0.000    0.000    0.000    0.000 transforms.py:177(_InverseTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:195(Normalize)
        1    0.000    0.000    0.000    0.000 transforms.py:225(ComposeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:232(Resize)
        1    0.000    0.000    0.000    0.000 transforms.py:235(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:274(Scale)
        1    0.000    0.000    0.000    0.000 transforms.py:284(CenterCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:31(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:313(Pad)
        1    0.000    0.000    0.000    0.000 transforms.py:318(ExpTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:340(PowerTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:35(Compose)
        1    0.000    0.000    0.000    0.000 transforms.py:378(SigmoidTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:380(Lambda)
        1    0.000    0.000    0.000    0.000 transforms.py:399(RandomTransforms)
        1    0.000    0.000    0.000    0.000 transforms.py:402(TanhTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:423(RandomApply)
        1    0.000    0.000    0.000    0.000 transforms.py:438(AbsTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:455(AffineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:465(RandomOrder)
        1    0.000    0.000    0.000    0.000 transforms.py:476(RandomChoice)
        1    0.000    0.000    0.000    0.000 transforms.py:484(RandomCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:527(SoftmaxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:553(StickBreakingTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:593(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 transforms.py:599(LowerCholeskyTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:621(CatTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:623(RandomVerticalFlip)
        1    0.000    0.000    0.001    0.001 transforms.py:653(RandomPerspective)
        1    0.000    0.000    0.000    0.000 transforms.py:706(StackTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:731(RandomResizedCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:79(ToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:82(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:835(RandomSizedCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:845(FiveCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:891(TenCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:940(LinearTransformation)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.005    0.005 twodim_base.py:1(<module>)
        1    0.000    0.000    0.007    0.007 type_check.py:1(<module>)
        1    0.000    0.000    0.002    0.002 types.py:1(<module>)
      109    0.001    0.000    0.001    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        1    0.000    0.000    0.000    0.000 types.py:34(Storage)
        1    0.001    0.001    0.016    0.016 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        7    0.000    0.000    0.001    0.000 typing.py:1060(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
      125    0.000    0.000    0.000    0.000 typing.py:1149(cast)
     1723    0.032    0.000    0.075    0.000 typing.py:120(_type_check)
       28    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.008    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
      862    0.015    0.000    0.026    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
        1    0.000    0.000    0.000    0.000 typing.py:1803(NewType)
      425    0.001    0.000    0.001    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
  318/267    0.004    0.000    0.062    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.001    0.001 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
      285    0.002    0.000    0.004    0.000 typing.py:206(_check_generic)
      373    0.011    0.000    0.024    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.001    0.000 typing.py:248(_tp_cache)
2952/2777    0.023    0.000    0.374    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
     1792    0.009    0.000    0.013    0.000 typing.py:324(__eq__)
     2684    0.014    0.000    0.020    0.000 typing.py:329(__hash__)
  531/373    0.011    0.000    0.174    0.000 typing.py:347(__getitem__)
     1233    0.005    0.000    0.040    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
      123    0.001    0.000    0.004    0.000 typing.py:496(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
      389    0.002    0.000    0.003    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       52    0.001    0.000    0.003    0.000 typing.py:586(__init__)
       67    0.000    0.000    0.001    0.000 typing.py:598(<genexpr>)
     6250    0.040    0.000    0.066    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
      835    0.031    0.000    0.166    0.000 typing.py:659(__init__)
     2639    0.007    0.000    0.007    0.000 typing.py:669(<genexpr>)
      267    0.005    0.000    0.089    0.000 typing.py:677(__getitem__)
      607    0.002    0.000    0.018    0.000 typing.py:685(<genexpr>)
      398    0.003    0.000    0.074    0.000 typing.py:689(copy_with)
     1257    0.006    0.000    0.010    0.000 typing.py:711(__eq__)
3563/2675    0.022    0.000    0.043    0.000 typing.py:720(__hash__)
       27    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        2    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
     6250    0.035    0.000    0.101    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
      350    0.003    0.000    0.057    0.000 typing.py:802(__getitem__)
      131    0.003    0.000    0.044    0.000 typing.py:818(__getitem_inner__)
      310    0.001    0.000    0.010    0.000 typing.py:830(<genexpr>)
       64    0.000    0.000    0.002    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
        4    0.000    0.000    0.000    0.000 typing.py:868(__new__)
       26    0.001    0.000    0.007    0.000 typing.py:878(__class_getitem__)
       53    0.000    0.000    0.001    0.000 typing.py:886(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       74    0.001    0.000    0.002    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.006    0.006 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ucf101.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ucf101.py:10(UCF101)
        1    0.000    0.000    0.001    0.001 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:9(Uniform)
        1    0.000    0.000    0.005    0.005 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1248(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1337(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.001    0.001 upsampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 upsampling.py:152(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:197(UpsamplingBilinear2d)
        1    0.000    0.000    0.001    0.001 upsampling.py:9(Upsample)
        1    0.000    0.000    0.000    0.000 usps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 usps.py:10(USPS)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        2    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
       10    0.000    0.000    0.008    0.001 utils.py:1(<module>)
        4    0.000    0.000    0.016    0.004 utils.py:1070(register_custom_op_symbolic)
        4    0.000    0.000    0.000    0.000 utils.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:134(FormatReplace)
        1    0.000    0.000    0.000    0.000 utils.py:149(Comparable)
        1    0.000    0.000    0.000    0.000 utils.py:170(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:195(SimpleTextIOWrapper)
        1    0.000    0.000    0.002    0.002 utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:215(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:25(_ntuple_from_first)
        1    0.000    0.000    0.006    0.006 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        4    0.000    0.000    0.000    0.000 utils.py:7(_ntuple)
        1    0.000    0.000    0.000    0.000 utils.py:88(lazy_property)
        1    0.000    0.000    0.000    0.000 utils.py:934(safe_eval)
       27    0.000    0.000    0.002    0.000 utils.py:95(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable.py:11(Variable)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.007    0.007 version.py:10(<module>)
        1    0.000    0.000    0.002    0.002 version.py:267(LooseVersion)
        8    0.000    0.000    0.000    0.000 version.py:302(__init__)
        8    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        8    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:323(__str__)
        6    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.005    0.005 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 vgg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vgg.py:24(VGG)
        1    0.000    0.000    0.005    0.005 video.py:1(<module>)
        1    0.000    0.000    0.029    0.029 video_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 video_utils.py:49(_VideoTimestampsDataset)
        1    0.000    0.000    0.000    0.000 video_utils.py:68(VideoClips)
        1    0.000    0.000    0.001    0.001 vision.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vision.py:61(StandardTransform)
        1    0.000    0.000    0.001    0.001 vision.py:7(VisionDataset)
        1    0.000    0.000    0.001    0.001 voc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 voc.py:138(VOCDetection)
        1    0.000    0.000    0.000    0.000 voc.py:56(VOCSegmentation)
        1    0.000    0.000    0.001    0.001 von_mises.py:1(<module>)
        1    0.000    0.000    0.000    0.000 von_mises.py:68(VonMises)
        4    0.000    0.000    0.007    0.002 warnings.py:130(filterwarnings)
        3    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        2    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:159(__setitem__)
        6    0.000    0.000    0.000    0.000 weakref.py:284(update)
        2    0.000    0.000    0.000    0.000 weakref.py:323(__new__)
        2    0.000    0.000    0.000    0.000 weakref.py:328(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
       15    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
        1    0.000    0.000    0.000    0.000 weibull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weibull.py:10(Weibull)
        1    0.000    0.000    0.000    0.000 weight_norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weight_norm.py:10(WeightNorm)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.002    0.002 worker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 worker.py:49(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 worker.py:62(WorkerInfo)
        2    0.000    0.000    0.000    0.000 worker.py:83(get_worker_info)
        1    0.000    0.000    0.001    0.001 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1114(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1954(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2181(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2231(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2249(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:636(LZMADecompressor)
