1680
torch.Size([1, 500, 512]) torch.Size([1, 6, 2])
         450092 function calls (437207 primitive calls) in 4.099 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:1543(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1550(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:500(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:506(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:522(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:553(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:597(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:998(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pattern_utils.py:1(<module>)
      125    0.000    0.000    0.000    0.000 pattern_utils.py:18(register_quant_pattern)
      125    0.000    0.000    0.000    0.000 pattern_utils.py:19(insert)
        2    0.000    0.000    0.000    0.000 pattern_utils.py:30(register_dynamic_quant_pattern)
        2    0.000    0.000    0.000    0.000 pattern_utils.py:31(insert)
       17    0.000    0.000    0.000    0.000 pattern_utils.py:7(register_fusion_pattern)
       17    0.000    0.000    0.000    0.000 pattern_utils.py:8(insert)
        2    0.000    0.000    0.006    0.003 period.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:55(_field_accessor)
        1    0.000    0.000    0.001    0.001 period.py:62(PeriodIndex)
        1    0.000    0.000    0.003    0.003 period.py:66(PeriodArray)
        1    0.000    0.000    0.001    0.001 phototour.py:1(<module>)
        1    0.000    0.000    0.001    0.001 phototour.py:12(PhotoTour)
        2    0.000    0.000    0.019    0.009 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        1    0.001    0.001    0.006    0.006 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:184(Unpickler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:61(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:79(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 pin_memory.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:7(PixelShuffle)
        1    0.000    0.000    0.001    0.001 places365.py:1(<module>)
        1    0.000    0.000    0.001    0.001 places365.py:11(Places365)
        2    0.000    0.000    0.000    0.000 platform.py:1077(python_implementation)
        1    0.000    0.000    0.039    0.039 platform.py:3(<module>)
        1    0.000    0.000    0.009    0.009 platform.py:603(_syscmd_uname)
        4    0.000    0.000    0.009    0.002 platform.py:746(uname)
        4    0.000    0.000    0.009    0.002 platform.py:884(system)
        2    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poisson.py:9(Poisson)
        2    0.000    0.000    0.010    0.005 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.003    0.003 poolers.py:2(<module>)
        1    0.000    0.000    0.000    0.000 poolers.py:47(LevelMapper)
        1    0.000    0.000    0.002    0.002 poolers.py:87(MultiScaleRoIAlign)
        1    0.000    0.000    0.005    0.005 pooling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:1005(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:1042(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1053(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:1076(AdaptiveAvgPool2d)
        1    0.000    0.000    0.001    0.001 pooling.py:11(_MaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1110(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:158(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:232(_MaxUnpoolNd)
        1    0.000    0.000    0.001    0.001 pooling.py:240(MaxUnpool1d)
        1    0.000    0.000    0.001    0.001 pooling.py:309(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:33(MaxPool1d)
        1    0.000    0.000    0.001    0.001 pooling.py:386(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:452(_AvgPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:461(AvgPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:524(AvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:598(AvgPool3d)
        1    0.000    0.000    0.001    0.001 pooling.py:685(FractionalMaxPool2d)
        1    0.000    0.000    0.001    0.001 pooling.py:749(FractionalMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:812(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:831(LPPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:873(LPPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:88(MaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:928(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:944(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:969(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
       15    0.000    0.000    0.001    0.000 posixpath.py:150(dirname)
       26    0.000    0.000    0.000    0.000 posixpath.py:164(islink)
        7    0.000    0.000    0.001    0.000 posixpath.py:334(normpath)
        7    0.000    0.000    0.001    0.000 posixpath.py:372(abspath)
        2    0.000    0.000    0.002    0.001 posixpath.py:387(realpath)
      4/2    0.000    0.000    0.002    0.001 posixpath.py:396(_joinrealpath)
       91    0.000    0.000    0.001    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       11    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       64    0.001    0.000    0.002    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.004    0.004 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:544(PrettyDict)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)
        1    0.000    0.000    0.000    0.000 process.py:391(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        2    0.000    0.000    0.004    0.002 profiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:1083(EnforceUnique)
        1    0.000    0.000    0.000    0.000 profiler.py:298(profile)
        1    0.000    0.000    0.000    0.000 profiler.py:34(EventList)
        1    0.000    0.000    0.000    0.000 profiler.py:460(record_function)
        1    0.000    0.000    0.000    0.000 profiler.py:539(emit_nvtx)
        6    0.000    0.000    0.000    0.000 profiler.py:693(attr_formatter)
        1    0.000    0.000    0.000    0.000 profiler.py:697(FormattedTimesMixin)
        1    0.000    0.000    0.000    0.000 profiler.py:718(Interval)
        1    0.000    0.000    0.000    0.000 profiler.py:730(FunctionEvent)
        1    0.000    0.000    0.000    0.000 profiler.py:844(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 profiler.py:917(StringTable)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.002    0.002 proxy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 proxy.py:10(TracerBase)
        1    0.000    0.000    0.000    0.000 proxy.py:128(Attribute)
       23    0.000    0.000    0.000    0.000 proxy.py:147(scope)
       14    0.000    0.000    0.000    0.000 proxy.py:157(_define_reflectable)
        1    0.000    0.000    0.000    0.000 proxy.py:53(GraphAppendingTracer)
        1    0.000    0.000    0.000    0.000 proxy.py:58(TraceError)
        1    0.000    0.000    0.000    0.000 proxy.py:76(Proxy)
        1    0.000    0.000    0.000    0.000 ps_roi_align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ps_roi_align.py:55(PSRoIAlign)
        1    0.000    0.000    0.000    0.000 ps_roi_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ps_roi_pool.py:48(PSRoIPool)
        1    0.000    0.000    0.049    0.049 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:53(isfileobj)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        2    0.000    0.000    0.019    0.009 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:134(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:138(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:142(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:153(AttributeConflictWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:163(DuplicateWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1806(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:1918(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2198(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2225(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:25(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:2509(DataIndexableCol)
        1    0.000    0.000    0.001    0.001 pytables.py:251(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2536(GenericDataIndexableCol)
        1    0.000    0.000    0.001    0.001 pytables.py:2542(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2720(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2724(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3057(SeriesFixed)
        1    0.000    0.000    0.001    0.001 pytables.py:3089(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:312(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:3179(FrameFixed)
        1    0.000    0.000    0.003    0.003 pytables.py:3184(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:320(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:366(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:372(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:392(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:41(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:4163(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4193(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4424(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4524(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4573(AppendableMultiSeriesTable)
        1    0.000    0.000    0.002    0.002 pytables.py:458(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:4590(GenericTable)
        1    0.000    0.000    0.001    0.001 pytables.py:4656(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:503(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5092(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:608(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:74(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:83(BinOp)
        1    0.000    0.000    0.006    0.006 qconfig.py:1(<module>)
        6    0.000    0.000    0.000    0.000 qconfig.py:23(__new__)
        1    0.000    0.000    0.000    0.000 qconfig.py:40(QConfigDynamic)
        4    0.000    0.000    0.000    0.000 qconfig.py:56(__new__)
        1    0.000    0.000    0.000    0.000 qconfig.py:6(QConfig)
        1    0.000    0.000    0.001    0.001 quant_type.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quant_type.py:6(QuantType)
        1    0.000    0.000    0.027    0.027 quantization_mappings.py:1(<module>)
        1    0.001    0.001    0.003    0.003 quantization_patterns.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:127(Cat)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:143(ConvRelu)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:228(LinearReLU)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:318(BatchNorm)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:32(QuantizeHandler)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:353(DefaultNode)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:402(ELU)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:418(CopyNode)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:504(DefaultQuant)
